symbol,side,regime,entry_time,exit_time,entry_price,exit_price,qty,exit_reason,pnl,r_multiple,hold_minutes
HOOD,LONG,NEUTRAL,2025-06-16T09:56:00-04:00,2025-06-16T11:06:00-04:00,75.43,75.92263926819568,1,TRAILING_STOP,0.49,0.52,70
COIN,LONG,NEUTRAL,2025-06-16T09:56:00-04:00,2025-06-16T11:15:00-04:00,250.725,253.72317569026964,1186,TRAILING_STOP,3555.84,0.88,79
PINS,LONG,NEUTRAL,2025-06-16T09:52:00-04:00,2025-06-16T15:55:00-04:00,34.82,35.27,8542,EOD_CLOSE,3843.9,1.11,363
AMD,LONG,NEUTRAL,2025-06-17T09:48:00-04:00,2025-06-17T15:55:00-04:00,128.8972,127.335,2422,EOD_CLOSE,-3783.65,-0.59,367
UPST,LONG,NEUTRAL,2025-06-18T09:52:00-04:00,2025-06-18T10:06:00-04:00,56.25,57.17303029079365,5416,TRAILING_STOP,4999.13,0.77,14
AFRM,LONG,NEUTRAL,2025-06-18T09:55:00-04:00,2025-06-18T10:48:00-04:00,61.31,61.62847143323158,4969,TRAILING_STOP,1582.48,0.34,53
UPST,LONG,NEUTRAL,2025-06-18T10:22:00-04:00,2025-06-18T11:02:00-04:00,57.7,57.96140537261698,5453,TRAILING_STOP,1425.44,0.24,40
UPST,LONG,NEUTRAL,2025-06-18T12:39:00-04:00,2025-06-18T13:09:00-04:00,59.2299,59.41608280373836,5414,TRAILING_STOP,1007.99,0.24,30
CAT,LONG,NEUTRAL,2025-06-20T09:45:00-04:00,2025-06-20T10:46:00-04:00,364.13,361.3716857142857,886,STOP_LOSS,-2443.87,-1.0,61
ROKU,LONG,NEUTRAL,2025-06-20T09:45:00-04:00,2025-06-20T13:30:00-04:00,82.4,80.96740000000001,3916,STOP_LOSS,-5610.06,-1.0,225
NFLX,LONG,NEUTRAL,2025-06-23T09:50:00-04:00,2025-06-23T10:30:00-04:00,123.921,124.38313,2474,TRAILING_STOP,1143.31,0.53,40
PLTR,LONG,NEUTRAL,2025-06-23T09:46:00-04:00,2025-06-23T10:53:00-04:00,139.35,141.0559353734174,2200,TRAILING_STOP,3753.06,0.8,67
TSLA,LONG,NEUTRAL,2025-06-23T10:42:00-04:00,2025-06-23T11:24:00-04:00,353.922,354.85130700469114,872,TRAILING_STOP,810.36,0.17,42
COIN,SHORT,NEUTRAL,2025-06-23T10:58:00-04:00,2025-06-23T12:21:00-04:00,306.1375,300.7675,775,SCALP_TP,4161.75,1.0,83
SMCI,SHORT,NEUTRAL,2025-06-23T12:23:00-04:00,2025-06-23T12:38:00-04:00,42.019,41.77334923724982,5824,TRAILING_STOP,1430.67,0.42,15
TSLA,LONG,NEUTRAL,2025-06-23T13:34:00-04:00,2025-06-23T13:40:00-04:00,352.53,353.40022959586014,933,TRAILING_STOP,811.92,0.3,6
PINS,LONG,NEUTRAL,2025-06-24T09:45:00-04:00,2025-06-24T10:42:00-04:00,34.46,34.978993673824725,9599,TRAILING_STOP,4981.82,1.15,57
UPST,LONG,NEUTRAL,2025-06-24T09:54:00-04:00,2025-06-24T11:35:00-04:00,62.845,64.37098714115227,3,TRAILING_STOP,4.58,0.92,101
NET,LONG,NEUTRAL,2025-06-24T09:48:00-04:00,2025-06-24T12:14:00-04:00,186.28,186.9241004632044,1775,TRAILING_STOP,1143.28,0.33,146
SMCI,LONG,NEUTRAL,2025-06-24T12:20:00-04:00,2025-06-24T12:38:00-04:00,42.815,42.93918500000001,8012,TRAILING_STOP,994.97,0.41,18
COIN,LONG,NEUTRAL,2025-06-24T10:45:00-04:00,2025-06-24T13:17:00-04:00,337.58,341.8190632476535,1009,TRAILING_STOP,4277.21,0.68,152
COIN,LONG,NEUTRAL,2025-06-24T14:43:00-04:00,2025-06-24T15:09:00-04:00,348.0939,344.5736428571429,1015,STOP_LOSS,-3573.06,-1.0,26
SMCI,LONG,NEUTRAL,2025-06-25T09:57:00-04:00,2025-06-25T10:09:00-04:00,45.94,46.343499045338646,7541,TRAILING_STOP,3042.79,0.35,12
AMD,LONG,NEUTRAL,2025-06-25T10:30:00-04:00,2025-06-25T10:33:00-04:00,141.74,142.005919823016,2487,TRAILING_STOP,661.34,0.21,3
HOOD,LONG,NEUTRAL,2025-06-25T09:58:00-04:00,2025-06-25T11:06:00-04:00,84.8,83.38648342857142,4085,STOP_LOSS,-5774.22,-1.0,68
SMCI,LONG,NEUTRAL,2025-06-25T13:50:00-04:00,2025-06-25T14:42:00-04:00,46.51,45.91021971428571,7360,STOP_LOSS,-4414.38,-1.0,52
AMD,LONG,BULL_TREND,2025-06-26T10:04:00-04:00,2025-06-26T10:13:00-04:00,144.0404,142.48971428571429,1,STOP_LOSS,-1.55,-1.0,9
NVDA,LONG,BULL_TREND,2025-06-26T10:02:00-04:00,2025-06-26T10:43:00-04:00,155.8446,156.07343673762196,2139,TRAILING_STOP,489.48,0.18,41
HOOD,LONG,BULL_TREND,2025-06-26T09:56:00-04:00,2025-06-26T14:30:00-04:00,83.89,84.1756448606168,3975,TRAILING_STOP,1135.44,0.24,274
SMCI,LONG,BULL_TREND,2025-06-26T10:38:00-04:00,2025-06-26T15:41:00-04:00,48.85,49.1041594385144,3,TRAILING_STOP,0.76,0.31,303
PINS,LONG,BULL_TREND,2025-06-27T10:10:00-04:00,2025-06-27T10:30:00-04:00,35.805,35.520714285714284,9405,STOP_LOSS,-2673.71,-1.0,20
BA,LONG,BULL_TREND,2025-06-27T10:03:00-04:00,2025-06-27T10:32:00-04:00,207.855,209.1703325,1620,TRAILING_STOP,2130.84,0.9,29
SMCI,LONG,BULL_TREND,2025-06-30T09:53:00-04:00,2025-06-30T10:21:00-04:00,49.3695,49.932915322213105,6799,TRAILING_STOP,3830.66,0.7,28
UPST,LONG,BULL_TREND,2025-06-30T10:26:00-04:00,2025-06-30T11:01:00-04:00,66.44,65.5724,5167,STOP_LOSS,-4482.89,-1.0,35
HOOD,LONG,BULL_TREND,2025-06-30T09:54:00-04:00,2025-06-30T11:02:00-04:00,88.05,86.40294285714285,2,STOP_LOSS,-3.29,-1.0,68
MRNA,LONG,BULL_TREND,2025-06-30T11:21:00-04:00,2025-06-30T11:44:00-04:00,28.11,27.886422857142854,11855,STOP_LOSS,-2650.51,-1.0,23
MSTR,LONG,BULL_TREND,2025-06-30T09:45:00-04:00,2025-06-30T12:27:00-04:00,389.59,400.6194081521599,861,TRAILING_STOP,9496.32,1.86,162
HOOD,LONG,BULL_TREND,2025-06-30T12:08:00-04:00,2025-06-30T13:51:00-04:00,91.6304,92.6025670578328,3521,TRAILING_STOP,3423.0,0.65,103
HOOD,LONG,BULL_TREND,2025-07-01T09:50:00-04:00,2025-07-01T10:17:00-04:00,96.6455,97.8489132521875,3672,TRAILING_STOP,4418.93,0.46,27
AAPL,LONG,BULL_TREND,2025-07-01T09:49:00-04:00,2025-07-01T15:55:00-04:00,208.7698,207.985,1699,EOD_CLOSE,-1333.38,-0.34,366
MRNA,LONG,BULL_TREND,2025-07-02T11:01:00-04:00,2025-07-02T11:14:00-04:00,30.02,30.180586513752736,12027,TRAILING_STOP,1931.37,0.48,13
TSLA,LONG,BULL_TREND,2025-07-02T10:39:00-04:00,2025-07-02T11:19:00-04:00,313.3301,314.9575678769086,1152,TRAILING_STOP,1874.84,0.44,40
MRNA,LONG,BULL_TREND,2025-07-02T11:28:00-04:00,2025-07-02T15:55:00-04:00,30.37,30.275,12139,EOD_CLOSE,-1153.21,-0.22,267
PLTR,LONG,BULL_TREND,2025-07-03T09:50:00-04:00,2025-07-03T10:03:00-04:00,134.154,134.69871266710538,2730,TRAILING_STOP,1487.07,0.3,13
DDOG,LONG,BULL_TREND,2025-07-03T09:55:00-04:00,2025-07-03T10:14:00-04:00,149.4481,150.8618292924911,1,TRAILING_STOP,1.41,0.83,19
NOW,LONG,BULL_TREND,2025-07-03T09:51:00-04:00,2025-07-03T10:34:00-04:00,205.8,208.19626544495347,1780,TRAILING_STOP,4265.35,1.51,43
DDOG,LONG,BULL_TREND,2025-07-03T10:27:00-04:00,2025-07-03T11:50:00-04:00,151.855,154.7728185298946,2432,TRAILING_STOP,7096.13,1.42,83
DDOG,LONG,BULL_TREND,2025-07-03T12:58:00-04:00,2025-07-07T09:30:00-04:00,156.31,156.64,2508,TIME_EXIT,827.64,0.16,5552
ARM,LONG,BULL_TREND,2025-07-08T09:51:00-04:00,2025-07-08T10:08:00-04:00,149.27,147.35080000000002,2637,STOP_LOSS,-5060.93,-1.0,17
MRNA,LONG,BULL_TREND,2025-07-08T10:10:00-04:00,2025-07-08T10:22:00-04:00,32.13,32.47677297585701,11624,TRAILING_STOP,4030.89,0.58,12
SOFI,LONG,BULL_TREND,2025-07-08T09:58:00-04:00,2025-07-08T10:45:00-04:00,20.7096,20.25105714285714,19011,STOP_LOSS,-8717.36,-1.0,47
MRNA,LONG,BULL_TREND,2025-07-08T10:35:00-04:00,2025-07-08T11:05:00-04:00,32.88,33.1567402676399,11849,TRAILING_STOP,3279.1,0.52,30
MRNA,LONG,BULL_TREND,2025-07-08T11:06:00-04:00,2025-07-08T11:21:00-04:00,33.5,32.96862857142857,11366,STOP_LOSS,-6039.57,-1.0,15
MSTR,LONG,BULL_TREND,2025-07-09T09:47:00-04:00,2025-07-09T10:03:00-04:00,404.925,399.12385714285716,910,STOP_LOSS,-5279.04,-1.0,16
HOOD,LONG,BULL_TREND,2025-07-09T09:45:00-04:00,2025-07-09T10:26:00-04:00,92.89,93.66818620334342,3969,TRAILING_STOP,3088.62,0.4,41
LLY,LONG,BULL_TREND,2025-07-09T10:09:00-04:00,2025-07-09T10:27:00-04:00,793.17,787.4617714285714,438,STOP_LOSS,-2500.2,-1.0,18
ARM,LONG,BULL_TREND,2025-07-09T09:51:00-04:00,2025-07-09T10:34:00-04:00,151.88,149.77277142857142,1,STOP_LOSS,-2.11,-1.0,43
MRNA,LONG,BULL_TREND,2025-07-10T10:02:00-04:00,2025-07-10T10:05:00-04:00,33.61,33.835296999192416,10690,TRAILING_STOP,2408.42,0.53,3
AMD,LONG,BULL_TREND,2025-07-10T10:17:00-04:00,2025-07-10T10:44:00-04:00,144.26,145.0708136856073,2524,TRAILING_STOP,2046.49,0.55,27
SOFI,LONG,BULL_TREND,2025-07-10T10:23:00-04:00,2025-07-10T14:04:00-04:00,21.0948,20.7458,17262,STOP_LOSS,-6024.44,-1.0,221
MSTR,LONG,BULL_TREND,2025-07-11T09:58:00-04:00,2025-07-11T10:53:00-04:00,434.5166,435.4104698153567,819,TRAILING_STOP,732.08,0.13,55
MSTR,LONG,BULL_TREND,2025-07-14T09:54:00-04:00,2025-07-14T11:09:00-04:00,452.0,444.78382857142856,791,STOP_LOSS,-5707.99,-1.0,75
SHOP,LONG,BULL_TREND,2025-07-14T09:48:00-04:00,2025-07-14T13:08:00-04:00,113.9941,118.1071,3137,SCALP_TP,12902.48,3.0,200
HOOD,LONG,BULL_TREND,2025-07-14T10:04:00-04:00,2025-07-14T14:04:00-04:00,100.68,99.24194285714287,1,STOP_LOSS,-1.44,-1.0,240
PINS,LONG,BULL_TREND,2025-07-15T09:53:00-04:00,2025-07-15T10:51:00-04:00,36.645,36.70448219402374,10152,TRAILING_STOP,603.86,0.16,58
SMCI,LONG,BULL_TREND,2025-07-15T10:07:00-04:00,2025-07-15T12:54:00-04:00,52.9898,53.611341913241525,7020,TRAILING_STOP,4363.22,0.54,167
ARM,LONG,BULL_TREND,2025-07-17T09:54:00-04:00,2025-07-17T10:17:00-04:00,155.8599,156.33829965977688,2450,TRAILING_STOP,1172.08,0.28,23
ARM,LONG,BULL_TREND,2025-07-17T10:28:00-04:00,2025-07-17T10:45:00-04:00,158.3969,158.7314010047455,2426,TRAILING_STOP,811.5,0.22,17
SMCI,LONG,BULL_TREND,2025-07-17T09:47:00-04:00,2025-07-17T15:00:00-04:00,53.8396,52.86917142857143,7094,STOP_LOSS,-6884.22,-1.0,313
SMCI,LONG,BULL_TREND,2025-07-18T09:46:00-04:00,2025-07-18T11:04:00-04:00,53.47,52.78482857142857,6960,STOP_LOSS,-4768.79,-1.0,78
RBLX,LONG,BULL_TREND,2025-07-18T09:47:00-04:00,2025-07-18T15:55:00-04:00,123.63,124.175,3010,EOD_CLOSE,1640.45,0.28,368
COIN,LONG,BULL_TREND,2025-07-21T09:46:00-04:00,2025-07-21T09:56:00-04:00,427.5692,429.32735332152083,855,TRAILING_STOP,1503.22,0.23,10
CRWD,LONG,BULL_TREND,2025-07-21T09:58:00-04:00,2025-07-21T10:11:00-04:00,485.01,487.49395188435,760,TRAILING_STOP,1887.8,0.49,13
NET,LONG,BULL_TREND,2025-07-21T09:47:00-04:00,2025-07-21T10:12:00-04:00,198.925,199.27889420923174,2,TRAILING_STOP,0.71,0.12,25
ARM,LONG,BULL_TREND,2025-07-21T10:22:00-04:00,2025-07-21T10:40:00-04:00,162.63,163.26650557356314,42,TRAILING_STOP,26.73,0.51,18
SMCI,LONG,BULL_TREND,2025-07-21T10:15:00-04:00,2025-07-21T12:00:00-04:00,53.54,52.826257142857145,6961,STOP_LOSS,-4968.36,-1.0,105
MSTR,LONG,BULL_TREND,2025-07-21T09:45:00-04:00,2025-07-21T12:18:00-04:00,433.98,427.4331402857143,843,STOP_LOSS,-5519.0,-1.0,153
COIN,LONG,BULL_TREND,2025-07-22T11:07:00-04:00,2025-07-22T12:10:00-04:00,408.86,404.65113228571437,860,STOP_LOSS,-3619.63,-1.0,63
MRNA,LONG,BULL_TREND,2025-07-23T10:02:00-04:00,2025-07-23T10:06:00-04:00,34.49,34.59904429441246,9989,TRAILING_STOP,1089.24,0.2,4
MRNA,LONG,BULL_TREND,2025-07-23T10:07:00-04:00,2025-07-23T10:34:00-04:00,34.84,35.01865350172216,9951,TRAILING_STOP,1777.78,0.28,27
UPST,LONG,BULL_TREND,2025-07-23T10:41:00-04:00,2025-07-23T10:49:00-04:00,82.908,83.1846210739615,4224,TRAILING_STOP,1168.45,0.35,8
MRNA,LONG,BULL_TREND,2025-07-23T10:42:00-04:00,2025-07-23T11:01:00-04:00,35.17,35.34732185304034,9959,TRAILING_STOP,1765.95,0.37,19
UPST,LONG,BULL_TREND,2025-07-23T11:00:00-04:00,2025-07-23T11:26:00-04:00,83.84,82.86702857142858,4205,STOP_LOSS,-4091.34,-1.0,26
MRNA,LONG,BULL_TREND,2025-07-23T12:02:00-04:00,2025-07-23T13:12:00-04:00,35.52,34.99577142857144,9795,STOP_LOSS,-5134.82,-1.0,70
BAC,LONG,BULL_TREND,2025-07-24T09:58:00-04:00,2025-07-24T14:43:00-04:00,48.9,48.5577,6905,STOP_LOSS,-2363.58,-1.0,285
AMD,LONG,BULL_TREND,2025-07-25T09:52:00-04:00,2025-07-25T10:14:00-04:00,164.699,166.24233064213243,2021,TRAILING_STOP,3119.07,0.84,22
PLTR,LONG,BULL_TREND,2025-07-25T09:50:00-04:00,2025-07-25T15:55:00-04:00,159.84,158.7101,2083,EOD_CLOSE,-2353.58,-0.52,365
NOW,LONG,BULL_TREND,2025-07-28T09:52:00-04:00,2025-07-28T10:21:00-04:00,198.6622,196.8035142857143,1683,STOP_LOSS,-3128.17,-1.0,29
SMCI,LONG,BULL_TREND,2025-07-28T09:53:00-04:00,2025-07-28T10:21:00-04:00,56.9,57.14933658046699,5878,TRAILING_STOP,1465.6,0.23,28
SMCI,LONG,BULL_TREND,2025-07-28T10:32:00-04:00,2025-07-28T10:50:00-04:00,57.8799,58.5454519444574,5721,TRAILING_STOP,3807.62,0.8,18
ROKU,LONG,BULL_TREND,2025-07-28T10:01:00-04:00,2025-07-28T11:08:00-04:00,93.65,92.80165714285714,1,STOP_LOSS,-0.85,-1.0,67
AMD,LONG,BULL_TREND,2025-07-29T09:57:00-04:00,2025-07-29T10:45:00-04:00,179.809,181.14693026807015,1884,TRAILING_STOP,2520.66,0.58,48
SOFI,LONG,BULL_TREND,2025-07-29T10:00:00-04:00,2025-07-29T11:25:00-04:00,24.47,23.780771428571427,13844,STOP_LOSS,-9541.68,-1.0,85
MSTR,LONG,BULL_TREND,2025-07-31T09:46:00-04:00,2025-07-31T10:04:00-04:00,402.61,404.05035042419644,806,TRAILING_STOP,1160.92,0.24,18
SNOW,LONG,BULL_TREND,2025-07-31T09:49:00-04:00,2025-07-31T10:21:00-04:00,224.295,226.85735414966896,1447,TRAILING_STOP,3707.73,0.9,32
SMCI,LONG,BULL_TREND,2025-07-31T10:06:00-04:00,2025-07-31T11:06:00-04:00,61.845,60.9578,5288,STOP_LOSS,-4691.51,-1.0,60
NET,LONG,BULL_TREND,2025-07-31T09:50:00-04:00,2025-07-31T11:15:00-04:00,206.2164,208.8094910164759,1,TRAILING_STOP,2.59,0.74,85
HOOD,LONG,BULL_TREND,2025-08-04T09:45:00-04:00,2025-08-04T15:55:00-04:00,100.59,106.27,3231,EOD_CLOSE,18352.08,1.69,370
ZS,LONG,BULL_TREND,2025-08-04T09:45:00-04:00,2025-08-04T15:55:00-04:00,284.29,285.06,1143,EOD_CLOSE,880.11,0.13,370
NVDA,LONG,BULL_TREND,2025-08-04T09:45:00-04:00,2025-08-04T15:55:00-04:00,177.08,179.765,1,EOD_CLOSE,2.68,1.53,370
SOFI,LONG,BULL_TREND,2025-08-05T09:48:00-04:00,2025-08-05T10:19:00-04:00,22.035,21.7314,16499,STOP_LOSS,-5009.1,-1.0,31
SHOP,LONG,BULL_TREND,2025-08-06T10:03:00-04:00,2025-08-06T10:50:00-04:00,153.59,150.26157142857141,2301,STOP_LOSS,-7658.71,-1.0,47
SHOP,LONG,BULL_TREND,2025-08-06T11:34:00-04:00,2025-08-06T11:56:00-04:00,152.93,151.13045714285713,2211,STOP_LOSS,-3978.79,-1.0,22
DDOG,LONG,BULL_TREND,2025-08-07T09:51:00-04:00,2025-08-07T10:04:00-04:00,146.165,142.09788571428572,2259,STOP_LOSS,-9187.61,-1.0,13
HOOD,LONG,BULL_TREND,2025-08-07T09:49:00-04:00,2025-08-07T10:08:00-04:00,109.47,110.46419906119094,3016,TRAILING_STOP,2998.5,0.46,19
PLTR,LONG,BULL_TREND,2025-08-07T09:57:00-04:00,2025-08-07T10:25:00-04:00,181.8201,182.2282999482927,1,TRAILING_STOP,0.41,0.19,28
SMCI,LONG,BULL_TREND,2025-08-08T09:46:00-04:00,2025-08-08T09:52:00-04:00,47.234,46.55585714285715,6730,STOP_LOSS,-4563.9,-1.0,6
PLTR,LONG,BULL_TREND,2025-08-08T09:55:00-04:00,2025-08-08T15:55:00-04:00,187.32,186.7,1648,EOD_CLOSE,-1021.76,-0.31,360
COIN,LONG,BULL_TREND,2025-08-11T10:04:00-04:00,2025-08-11T10:48:00-04:00,327.15,330.92363977729747,937,TRAILING_STOP,3535.9,0.7,44
MSTR,LONG,BULL_TREND,2025-08-11T10:34:00-04:00,2025-08-11T11:40:00-04:00,409.1973,410.58352954989124,1,TRAILING_STOP,1.39,0.33,66
TSLA,LONG,BULL_TREND,2025-08-11T10:22:00-04:00,2025-08-11T11:46:00-04:00,343.13,343.78378777930897,893,TRAILING_STOP,583.83,0.19,84
PANW,LONG,BULL_TREND,2025-08-12T10:12:00-04:00,2025-08-12T11:46:00-04:00,173.07,174.024067346631,1819,TRAILING_STOP,1735.45,0.72,94
GS,LONG,BULL_TREND,2025-08-12T10:28:00-04:00,2025-08-12T14:24:00-04:00,743.64,745.0602834033557,423,TRAILING_STOP,600.78,0.23,236
MSTR,LONG,BULL_TREND,2025-08-13T09:54:00-04:00,2025-08-13T09:59:00-04:00,398.87,394.4638857142857,801,STOP_LOSS,-3529.3,-1.0,5
LLY,LONG,BULL_TREND,2025-08-13T09:46:00-04:00,2025-08-13T10:00:00-04:00,650.385,653.7079091848169,491,TRAILING_STOP,1631.55,0.44,14
AMD,LONG,BULL_TREND,2025-08-13T10:06:00-04:00,2025-08-13T10:46:00-04:00,185.365,182.8462857142857,1703,STOP_LOSS,-4289.37,-1.0,40
CRM,LONG,BULL_TREND,2025-08-13T10:11:00-04:00,2025-08-13T11:38:00-04:00,233.07,234.28904857645466,1355,TRAILING_STOP,1651.81,0.54,87
MDB,LONG,BULL_TREND,2025-08-15T10:05:00-04:00,2025-08-15T10:33:00-04:00,212.41,213.3774380006322,1462,TRAILING_STOP,1414.39,0.4,28
UNH,LONG,BULL_TREND,2025-08-15T10:01:00-04:00,2025-08-15T11:57:00-04:00,301.59,306.46324375855585,1029,TRAILING_STOP,5014.57,0.79,116
UNH,LONG,BULL_TREND,2025-08-18T09:49:00-04:00,2025-08-18T11:26:00-04:00,311.725,313.3334204494896,1037,TRAILING_STOP,1667.93,0.27,97
MDB,LONG,BULL_TREND,2025-08-18T10:08:00-04:00,2025-08-18T12:50:00-04:00,226.411,228.41883513001957,1428,TRAILING_STOP,2867.19,0.59,162
PLTR,LONG,BULL_TREND,2025-08-21T10:29:00-04:00,2025-08-21T10:31:00-04:00,157.36,155.3950285714286,2112,STOP_LOSS,-4150.02,-1.0,2
RBLX,LONG,BULL_TREND,2025-08-22T09:51:00-04:00,2025-08-22T09:57:00-04:00,116.21,114.80451428571429,2789,STOP_LOSS,-3919.9,-1.0,6
RBLX,LONG,BULL_TREND,2025-08-22T10:05:00-04:00,2025-08-22T10:19:00-04:00,117.31,118.34447547401878,2696,TRAILING_STOP,2788.95,0.49,14
AVGO,LONG,BULL_TREND,2025-08-22T10:43:00-04:00,2025-08-22T11:57:00-04:00,299.59,296.92334285714276,20,STOP_LOSS,-53.33,-1.0,74
GS,LONG,BULL_TREND,2025-08-22T10:40:00-04:00,2025-08-22T12:26:00-04:00,737.365,742.2280775,436,TRAILING_STOP,2120.3,0.94,106
TSLA,LONG,BULL_TREND,2025-08-22T10:03:00-04:00,2025-08-22T15:55:00-04:00,333.5896,339.53,948,EOD_CLOSE,5631.5,0.74,352
SOFI,LONG,BULL_TREND,2025-08-25T09:58:00-04:00,2025-08-25T10:28:00-04:00,25.4,25.959069693475815,13280,TRAILING_STOP,7424.45,1.28,30
RBLX,LONG,BULL_TREND,2025-08-25T10:32:00-04:00,2025-08-25T10:46:00-04:00,126.4,126.79316200836347,2786,TRAILING_STOP,1095.35,0.26,14
SOFI,LONG,BULL_TREND,2025-08-25T10:39:00-04:00,2025-08-25T15:55:00-04:00,26.2581,26.205,13412,EOD_CLOSE,-712.18,-0.15,316
LLY,LONG,BULL_TREND,2025-08-26T09:52:00-04:00,2025-08-26T10:25:00-04:00,724.66,714.8806,487,STOP_LOSS,-4762.57,-1.0,33
DDOG,LONG,BULL_TREND,2025-08-27T09:53:00-04:00,2025-08-27T10:43:00-04:00,129.92,128.6774,2643,STOP_LOSS,-3284.19,-1.0,50
SNOW,LONG,BULL_TREND,2025-08-27T10:12:00-04:00,2025-08-27T10:51:00-04:00,200.1725,200.89555087308625,1715,TRAILING_STOP,1240.03,0.33,39
MDB,LONG,BULL_TREND,2025-08-27T11:37:00-04:00,2025-08-27T12:12:00-04:00,287.13,288.3685574264519,1181,TRAILING_STOP,1462.74,0.41,35
AFRM,LONG,BULL_TREND,2025-08-28T10:08:00-04:00,2025-08-28T10:31:00-04:00,80.45,79.3702,4,STOP_LOSS,-4.32,-1.0,23
DDOG,LONG,BULL_TREND,2025-08-28T10:02:00-04:00,2025-08-28T12:36:00-04:00,139.11,139.56617105065877,2460,TRAILING_STOP,1122.18,0.31,154
MDB,LONG,BULL_TREND,2025-08-28T10:02:00-04:00,2025-08-28T13:30:00-04:00,310.605,317.03781391937855,1101,TRAILING_STOP,7082.53,1.01,208
SNOW,LONG,BULL_TREND,2025-08-28T13:08:00-04:00,2025-08-28T13:38:00-04:00,241.3333,241.6959219097998,1427,TRAILING_STOP,517.46,0.17,30
SNOW,LONG,BULL_TREND,2025-08-28T13:45:00-04:00,2025-08-28T14:08:00-04:00,243.93,246.31929929312273,1474,TRAILING_STOP,3521.83,1.26,23
MDB,LONG,BULL_TREND,2025-08-28T14:22:00-04:00,2025-08-28T14:39:00-04:00,319.745,320.19538,1146,TRAILING_STOP,516.14,0.2,17
AVGO,LONG,BULL_TREND,2025-09-03T10:25:00-04:00,2025-09-03T10:52:00-04:00,301.735,303.1738836557007,1218,TRAILING_STOP,1752.56,0.66,27
SHOP,LONG,BULL_TREND,2025-09-04T09:51:00-04:00,2025-09-04T09:58:00-04:00,142.705,140.96434285714287,2601,STOP_LOSS,-4527.45,-1.0,7
MRNA,LONG,BULL_TREND,2025-09-05T09:54:00-04:00,2025-09-05T10:28:00-04:00,25.1,24.697714285714284,14430,STOP_LOSS,-5804.98,-1.0,34
MDB,LONG,BULL_TREND,2025-09-05T09:57:00-04:00,2025-09-05T10:56:00-04:00,329.995,324.8588571428572,1097,STOP_LOSS,-5634.35,-1.0,59
ROKU,LONG,BULL_TREND,2025-09-08T09:54:00-04:00,2025-09-08T10:16:00-04:00,97.59,96.43068571428573,3477,STOP_LOSS,-4030.94,-1.0,22
NET,LONG,BULL_TREND,2025-09-08T09:57:00-04:00,2025-09-08T10:24:00-04:00,220.2855,217.64055714285715,1540,STOP_LOSS,-4073.21,-1.0,27
UNH,LONG,BULL_TREND,2025-09-09T11:26:00-04:00,2025-09-09T11:33:00-04:00,338.66,341.48464506673787,954,TRAILING_STOP,2694.71,1.13,7
PINS,LONG,BULL_TREND,2025-09-09T12:05:00-04:00,2025-09-09T12:19:00-04:00,36.83,36.977632768317754,8919,TRAILING_STOP,1316.74,0.2,14
AVGO,LONG,BULL_TREND,2025-09-10T09:59:00-04:00,2025-09-10T10:09:00-04:00,360.62,362.6476638096492,918,TRAILING_STOP,1861.4,0.37,10
AVGO,LONG,BULL_TREND,2025-09-10T10:13:00-04:00,2025-09-10T10:28:00-04:00,364.575,368.21754414200495,918,TRAILING_STOP,3343.86,0.82,15
ARM,LONG,BULL_TREND,2025-09-10T10:20:00-04:00,2025-09-10T12:22:00-04:00,150.99,151.6928069792323,26,TRAILING_STOP,18.27,0.37,122
AVGO,LONG,BULL_TREND,2025-09-10T10:49:00-04:00,2025-09-10T13:03:00-04:00,371.34,366.9203428571428,919,STOP_LOSS,-4061.66,-1.0,134
SHOP,LONG,BULL_TREND,2025-09-10T09:45:00-04:00,2025-09-10T14:00:00-04:00,145.14,143.16754285714285,2281,STOP_LOSS,-4499.17,-1.0,255
MRNA,LONG,BULL_TREND,2025-09-11T09:53:00-04:00,2025-09-11T10:33:00-04:00,24.94,25.203904974796654,13010,TRAILING_STOP,3433.4,0.67,40
NET,LONG,BULL_TREND,2025-09-11T09:52:00-04:00,2025-09-11T11:17:00-04:00,225.79,228.35140579114602,1437,TRAILING_STOP,3680.74,0.86,85
UNH,LONG,BULL_TREND,2025-09-12T09:50:00-04:00,2025-09-12T13:22:00-04:00,359.83,355.32874285714286,941,STOP_LOSS,-4235.68,-1.0,212
PINS,LONG,BULL_TREND,2025-09-15T09:58:00-04:00,2025-09-15T10:20:00-04:00,36.05,35.79765,2,STOP_LOSS,-0.5,-1.0,22
MRNA,LONG,BULL_TREND,2025-09-15T10:50:00-04:00,2025-09-15T10:57:00-04:00,23.715,23.75603095689889,3,TRAILING_STOP,0.12,0.22,7
AFRM,LONG,BULL_TREND,2025-09-15T09:51:00-04:00,2025-09-15T13:24:00-04:00,86.075,86.94143052985353,3836,TRAILING_STOP,3323.63,0.45,213
UPST,LONG,BULL_TREND,2025-09-15T09:58:00-04:00,2025-09-15T15:53:00-04:00,65.45,66.76946172406417,5045,TRAILING_STOP,6656.68,1.35,355
ROKU,LONG,BULL_TREND,2025-09-16T09:53:00-04:00,2025-09-16T10:43:00-04:00,96.5759,97.54456568800883,3626,TRAILING_STOP,3512.38,0.7,50
LYFT,LONG,BULL_TREND,2025-09-17T11:11:00-04:00,2025-09-17T12:18:00-04:00,22.755,22.946435069215557,15698,TRAILING_STOP,3005.15,0.63,67
