symbol,side,regime,entry_time,exit_time,entry_price,exit_price,qty,exit_reason,pnl,r_multiple,hold_minutes
DDOG,LONG,BULL_TREND,2025-07-03T09:55:00-04:00,2025-07-03T10:14:00-04:00,149.4481,150.8618292924911,1,TRAILING_STOP,1.41,0.83,19
NOW,LONG,BULL_TREND,2025-07-03T09:51:00-04:00,2025-07-03T10:34:00-04:00,205.8,208.19626544495347,1149,TRAILING_STOP,2753.31,1.51,43
DDOG,LONG,BULL_TREND,2025-07-03T10:27:00-04:00,2025-07-03T11:50:00-04:00,151.855,154.7728185298946,1570,TRAILING_STOP,4580.98,1.42,83
DDOG,LONG,BULL_TREND,2025-07-03T12:58:00-04:00,2025-07-07T09:30:00-04:00,156.31,156.64,1619,TIME_EXIT,534.27,0.16,5552
HOOD,LONG,BULL_TREND,2025-07-09T09:45:00-04:00,2025-07-09T10:26:00-04:00,92.89,93.66818620334342,2737,TRAILING_STOP,2129.9,0.4,41
LLY,LONG,BULL_TREND,2025-07-09T10:09:00-04:00,2025-07-09T10:27:00-04:00,793.17,787.4617714285714,320,STOP_LOSS,-1826.63,-1.0,18
AMD,LONG,BULL_TREND,2025-07-10T10:17:00-04:00,2025-07-10T10:44:00-04:00,144.26,145.0708136856073,1766,TRAILING_STOP,1431.9,0.55,27
COIN,LONG,BULL_TREND,2025-07-14T09:54:00-04:00,2025-07-14T10:32:00-04:00,396.6,389.2212857142857,649,STOP_LOSS,-4788.79,-1.0,38
HOOD,LONG,BULL_TREND,2025-07-14T10:04:00-04:00,2025-07-14T14:04:00-04:00,100.68,99.24194285714287,2559,STOP_LOSS,-3679.99,-1.0,240
COIN,LONG,BULL_TREND,2025-07-18T10:07:00-04:00,2025-07-18T10:26:00-04:00,440.9707,434.1860142857143,546,STOP_LOSS,-3704.44,-1.0,19
HOOD,LONG,BULL_TREND,2025-07-18T09:56:00-04:00,2025-07-18T10:42:00-04:00,113.07,110.69325714285714,2129,STOP_LOSS,-5060.09,-1.0,46
COIN,LONG,BULL_TREND,2025-07-21T09:46:00-04:00,2025-07-21T09:56:00-04:00,427.5692,429.32735332152083,522,TRAILING_STOP,917.76,0.23,10
NET,LONG,BULL_TREND,2025-07-21T09:47:00-04:00,2025-07-21T10:12:00-04:00,198.925,199.27889420923174,1122,TRAILING_STOP,397.07,0.12,25
COIN,LONG,BULL_TREND,2025-07-22T11:07:00-04:00,2025-07-22T12:10:00-04:00,408.86,404.65113228571437,552,STOP_LOSS,-2323.29,-1.0,63
BAC,LONG,BULL_TREND,2025-07-24T09:58:00-04:00,2025-07-24T14:43:00-04:00,48.9,48.5577,4524,STOP_LOSS,-1548.57,-1.0,285
AMD,LONG,BULL_TREND,2025-07-25T09:52:00-04:00,2025-07-25T10:14:00-04:00,164.699,166.24233064213243,1324,TRAILING_STOP,2043.37,0.84,22
PLTR,LONG,BULL_TREND,2025-07-25T09:50:00-04:00,2025-07-25T15:55:00-04:00,159.84,158.7101,1364,EOD_CLOSE,-1541.18,-0.52,365
NOW,LONG,BULL_TREND,2025-07-28T09:52:00-04:00,2025-07-28T10:21:00-04:00,198.6622,196.8035142857143,1103,STOP_LOSS,-2050.13,-1.0,29
TSLA,LONG,BULL_TREND,2025-07-28T10:10:00-04:00,2025-07-28T10:22:00-04:00,322.715,324.59048517378227,679,TRAILING_STOP,1273.45,0.52,12
AMD,LONG,BULL_TREND,2025-07-29T09:57:00-04:00,2025-07-29T10:45:00-04:00,179.809,181.14693026807015,1210,TRAILING_STOP,1618.9,0.58,48
SNOW,LONG,BULL_TREND,2025-07-31T09:49:00-04:00,2025-07-31T10:21:00-04:00,224.295,226.85735414966896,984,TRAILING_STOP,2521.36,0.9,32
PLTR,LONG,BULL_TREND,2025-07-31T09:56:00-04:00,2025-07-31T10:43:00-04:00,160.6,158.83222857142857,2,STOP_LOSS,-3.54,-1.0,47
NET,LONG,BULL_TREND,2025-07-31T09:50:00-04:00,2025-07-31T11:15:00-04:00,206.2164,208.8094910164759,1070,TRAILING_STOP,2774.61,0.74,85
SNOW,LONG,BULL_TREND,2025-08-04T09:47:00-04:00,2025-08-04T10:46:00-04:00,207.9399,209.23955966122904,1,TRAILING_STOP,1.3,0.56,59
HOOD,LONG,BULL_TREND,2025-08-04T09:45:00-04:00,2025-08-04T15:55:00-04:00,100.59,106.27,2300,EOD_CLOSE,13064.0,1.69,370
NVDA,LONG,BULL_TREND,2025-08-04T09:45:00-04:00,2025-08-04T15:55:00-04:00,177.08,179.765,1306,EOD_CLOSE,3506.61,1.53,370
DDOG,LONG,BULL_TREND,2025-08-07T09:51:00-04:00,2025-08-07T10:04:00-04:00,146.165,142.09788571428572,1810,STOP_LOSS,-7361.48,-1.0,13
HOOD,LONG,BULL_TREND,2025-08-07T09:49:00-04:00,2025-08-07T10:08:00-04:00,109.47,110.46419906119094,2416,TRAILING_STOP,2401.98,0.46,19
HOOD,LONG,BULL_TREND,2025-08-07T10:46:00-04:00,2025-08-07T11:26:00-04:00,111.5,111.88870445483664,2283,TRAILING_STOP,887.41,0.27,40
PLTR,LONG,BULL_TREND,2025-08-07T10:14:00-04:00,2025-08-07T12:01:00-04:00,182.775,183.25685257674343,1393,TRAILING_STOP,671.22,0.2,107
PLTR,LONG,BULL_TREND,2025-08-08T09:55:00-04:00,2025-08-08T15:55:00-04:00,187.32,186.7,1376,EOD_CLOSE,-853.12,-0.31,360
COIN,LONG,BULL_TREND,2025-08-11T10:04:00-04:00,2025-08-11T10:48:00-04:00,327.15,330.92363977729747,782,TRAILING_STOP,2950.99,0.7,44
TSLA,LONG,BULL_TREND,2025-08-11T10:22:00-04:00,2025-08-11T11:46:00-04:00,343.13,343.78378777930897,746,TRAILING_STOP,487.73,0.19,84
PANW,LONG,BULL_TREND,2025-08-12T10:12:00-04:00,2025-08-12T11:46:00-04:00,173.07,174.024067346631,1519,TRAILING_STOP,1449.23,0.72,94
GS,LONG,BULL_TREND,2025-08-12T10:28:00-04:00,2025-08-12T14:24:00-04:00,743.64,745.0602834033557,353,TRAILING_STOP,501.36,0.23,236
LLY,LONG,BULL_TREND,2025-08-13T09:46:00-04:00,2025-08-13T10:00:00-04:00,650.385,653.7079091848169,410,TRAILING_STOP,1362.39,0.44,14
AMD,LONG,BULL_TREND,2025-08-13T10:06:00-04:00,2025-08-13T10:46:00-04:00,185.365,182.8462857142857,1454,STOP_LOSS,-3662.21,-1.0,40
CRM,LONG,BULL_TREND,2025-08-13T10:11:00-04:00,2025-08-13T11:38:00-04:00,233.07,234.28904857645466,1156,TRAILING_STOP,1409.22,0.54,87
AMD,LONG,BULL_TREND,2025-08-13T12:02:00-04:00,2025-08-13T13:30:00-04:00,183.94,184.79096,1441,TRAILING_STOP,1226.23,0.66,88
UNH,LONG,BULL_TREND,2025-08-15T09:59:00-04:00,2025-08-15T11:57:00-04:00,301.75,306.35433536181796,886,TRAILING_STOP,4079.44,0.72,118
UNH,LONG,BULL_TREND,2025-08-18T09:49:00-04:00,2025-08-18T11:26:00-04:00,311.725,313.3334204494896,884,TRAILING_STOP,1421.84,0.27,97
PLTR,LONG,BULL_TREND,2025-08-21T10:29:00-04:00,2025-08-21T10:31:00-04:00,157.36,155.3950285714286,1769,STOP_LOSS,-3476.03,-1.0,2
TSLA,LONG,BULL_TREND,2025-08-22T10:03:00-04:00,2025-08-22T15:55:00-04:00,333.5896,339.53,814,EOD_CLOSE,4835.49,0.74,352
AVGO,LONG,BULL_TREND,2025-08-22T10:09:00-04:00,2025-08-22T15:55:00-04:00,297.74,293.81,912,EOD_CLOSE,-3584.16,-0.65,346
LLY,LONG,BULL_TREND,2025-08-26T09:52:00-04:00,2025-08-26T10:25:00-04:00,724.66,714.8806,378,STOP_LOSS,-3696.61,-1.0,33
DDOG,LONG,BULL_TREND,2025-08-27T09:53:00-04:00,2025-08-27T10:43:00-04:00,129.92,128.6774,2052,STOP_LOSS,-2549.82,-1.0,50
SNOW,LONG,BULL_TREND,2025-08-27T10:12:00-04:00,2025-08-27T10:51:00-04:00,200.1725,200.89555087308625,1332,TRAILING_STOP,963.1,0.33,39
DDOG,LONG,BULL_TREND,2025-08-28T09:55:00-04:00,2025-08-28T10:07:00-04:00,138.225,138.65077941038166,1906,TRAILING_STOP,811.54,0.23,12
SNOW,LONG,BULL_TREND,2025-08-28T13:08:00-04:00,2025-08-28T13:38:00-04:00,241.3333,241.6959219097998,1098,TRAILING_STOP,398.16,0.17,30
SNOW,LONG,BULL_TREND,2025-08-28T13:45:00-04:00,2025-08-28T14:08:00-04:00,243.93,246.31929929312273,1090,TRAILING_STOP,2604.34,1.26,23
AVGO,LONG,BULL_TREND,2025-09-03T10:25:00-04:00,2025-09-03T10:52:00-04:00,301.735,303.1738836557007,898,TRAILING_STOP,1292.12,0.66,27
NET,LONG,BULL_TREND,2025-09-08T09:57:00-04:00,2025-09-08T10:24:00-04:00,220.2855,217.64055714285715,1242,STOP_LOSS,-3285.02,-1.0,27
COIN,LONG,BULL_TREND,2025-09-08T10:02:00-04:00,2025-09-08T13:26:00-04:00,303.1,304.51059115803366,903,TRAILING_STOP,1273.76,0.34,204
UNH,LONG,BULL_TREND,2025-09-09T11:26:00-04:00,2025-09-09T11:33:00-04:00,338.66,341.48464506673787,796,TRAILING_STOP,2248.42,1.13,7
AVGO,LONG,BULL_TREND,2025-09-10T09:59:00-04:00,2025-09-10T10:09:00-04:00,360.62,362.6476638096492,760,TRAILING_STOP,1541.02,0.37,10
AVGO,LONG,BULL_TREND,2025-09-10T10:13:00-04:00,2025-09-10T10:28:00-04:00,364.575,368.21754414200495,760,TRAILING_STOP,2768.33,0.82,15
AVGO,LONG,BULL_TREND,2025-09-10T10:49:00-04:00,2025-09-10T13:03:00-04:00,371.34,366.9203428571428,761,STOP_LOSS,-3363.36,-1.0,134
NET,LONG,BULL_TREND,2025-09-11T09:52:00-04:00,2025-09-11T11:17:00-04:00,225.79,228.35140579114602,1222,TRAILING_STOP,3130.04,0.86,85
UNH,LONG,BULL_TREND,2025-09-12T09:50:00-04:00,2025-09-12T13:22:00-04:00,359.83,355.32874285714286,784,STOP_LOSS,-3528.99,-1.0,212
GOOGL,LONG,BULL_TREND,2025-09-15T09:59:00-04:00,2025-09-15T10:13:00-04:00,249.1799,251.4486853917362,1104,TRAILING_STOP,2504.74,1.2,14
COIN,LONG,BULL_TREND,2025-09-18T10:02:00-04:00,2025-09-18T10:37:00-04:00,329.0327,336.6619511477995,851,TRAILING_STOP,6492.49,1.7,35
COIN,LONG,BULL_TREND,2025-09-18T10:53:00-04:00,2025-09-18T11:09:00-04:00,339.58,343.8774783724433,863,TRAILING_STOP,3708.72,1.2,16
META,LONG,BULL_TREND,2025-09-18T09:45:00-04:00,2025-09-18T15:55:00-04:00,786.09,779.77,356,EOD_CLOSE,-2249.92,-0.59,370
BA,LONG,BULL_TREND,2025-09-23T09:55:00-04:00,2025-09-23T09:57:00-04:00,217.095,217.98895593436708,1364,TRAILING_STOP,1219.36,0.37,2
LLY,LONG,BULL_TREND,2025-09-26T09:49:00-04:00,2025-09-26T10:07:00-04:00,728.26,721.2810571428571,410,STOP_LOSS,-2861.37,-1.0,18
BA,LONG,BULL_TREND,2025-09-26T09:51:00-04:00,2025-09-26T15:55:00-04:00,221.78,221.45,1346,EOD_CLOSE,-444.18,-0.09,364
DDOG,LONG,BULL_TREND,2025-10-01T10:14:00-04:00,2025-10-01T10:36:00-04:00,147.885,148.72246072189296,1974,TRAILING_STOP,1653.15,0.63,22
DDOG,LONG,BULL_TREND,2025-10-01T10:37:00-04:00,2025-10-01T11:27:00-04:00,149.385,150.28124197591077,1976,TRAILING_STOP,1770.97,0.69,50
PLTR,LONG,BULL_TREND,2025-10-06T10:02:00-04:00,2025-10-06T10:24:00-04:00,182.262,179.91737142857144,1639,STOP_LOSS,-3842.85,-1.0,22
COIN,LONG,BULL_TREND,2025-10-06T10:29:00-04:00,2025-10-06T12:11:00-04:00,389.305,385.0710857142857,728,STOP_LOSS,-3082.29,-1.0,102
