symbol,entry_time,exit_time,entry_price,exit_price,qty,side,exit_reason,pnl,r_multiple,hold_minutes
TSLA,2025-06-10T09:55:00-04:00,2025-06-10T11:28:00-04:00,315.03,318.78574842849434,762,LONG,TRAILING_STOP,2861.88,0.79,93
HOOD,2025-06-16T09:56:00-04:00,2025-06-16T11:06:00-04:00,75.43,75.92263926819568,3258,LONG,TRAILING_STOP,1605.02,0.52,70
COIN,2025-06-16T09:56:00-04:00,2025-06-16T11:15:00-04:00,250.725,253.72317569026964,980,LONG,TRAILING_STOP,2938.21,0.88,79
AMD,2025-06-16T11:06:00-04:00,2025-06-16T11:28:00-04:00,127.61,126.2338,1951,LONG,STOP_LOSS,-2684.97,-1.0,22
AMD,2025-06-17T09:48:00-04:00,2025-06-17T15:55:00-04:00,128.8972,127.335,1935,LONG,EOD_CLOSE,-3022.86,-0.59,367
AMD,2025-06-18T09:59:00-04:00,2025-06-18T11:14:00-04:00,128.385,127.1758,1896,LONG,STOP_LOSS,-2292.64,-1.0,75
CAT,2025-06-20T09:45:00-04:00,2025-06-20T10:46:00-04:00,364.13,361.3716857142857,656,LONG,STOP_LOSS,-1809.45,-1.0,61
COIN,2025-06-20T10:02:00-04:00,2025-06-20T11:00:00-04:00,306.558,300.00654285714285,779,LONG,STOP_LOSS,-5103.59,-1.0,58
NFLX,2025-06-23T09:50:00-04:00,2025-06-23T10:30:00-04:00,123.921,124.38313,1816,LONG,TRAILING_STOP,839.23,0.53,40
AMD,2025-06-23T10:07:00-04:00,2025-06-23T10:36:00-04:00,132.61,131.38477142857144,1,LONG,STOP_LOSS,-1.23,-1.0,29
PLTR,2025-06-23T09:46:00-04:00,2025-06-23T10:53:00-04:00,139.35,141.0559353734174,1614,LONG,TRAILING_STOP,2753.38,0.8,67
TSLA,2025-06-23T10:42:00-04:00,2025-06-23T11:24:00-04:00,353.922,354.85130700469114,640,LONG,TRAILING_STOP,594.76,0.17,42
TSLA,2025-06-23T13:34:00-04:00,2025-06-23T13:40:00-04:00,352.53,353.40022959586014,662,LONG,TRAILING_STOP,576.09,0.3,6
AMD,2025-06-24T09:55:00-04:00,2025-06-24T10:09:00-04:00,135.92,136.5918208538741,1725,LONG,TRAILING_STOP,1158.89,0.41,14
